1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
UAP1,5,5,5,5,4,4,4,5,5,5,5,5,4,5,5,4,1,4,5,5,1,5,4,4,4,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1
PLAUR,4,5,4,4,5,5,5,4,5,5,5,5,4,5,5,5,4,1,5,4,1,4,5,1,4,4,4,1,4,4,1,1,1,1,4,1,1,4,4,1,4
NDRG2,4,5,4,4,4,4,4,5,5,5,5,5,2,5,5,4,4,4,5,5,1,5,4,4,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
R36703,5,5,5,5,4,4,4,5,5,5,5,5,2,5,5,4,1,4,5,5,1,5,4,4,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
F3,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
PTGS2,5,5,5,5,4,4,4,5,5,5,5,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
ID3,2,4,2,1,1,1,1,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,1,1,4,4,4,4,4,4,4,4,1,4,4,4,5,4,4,4,4
KLF10,2,5,2,1,1,2,1,2,2,5,2,2,2,5,5,1,3,2,2,2,3,2,1,2,2,3,1,3,3,3,1,1,3,3,3,3,3,3,3,3,3
ACKR3,2,5,2,2,2,2,4,5,5,5,5,5,2,5,5,4,4,2,5,5,1,5,4,2,2,5,1,1,5,5,1,1,1,1,5,1,1,5,5,1,5
CTGF,2,5,2,1,1,2,1,2,5,5,5,2,2,5,5,1,4,2,2,2,1,2,1,2,2,5,1,1,5,5,1,1,1,1,5,1,1,5,5,5,5
ARV1,4,2,4,1,1,1,1,2,2,2,2,2,5,2,2,1,5,1,2,2,1,2,1,1,5,2,5,1,5,5,5,5,1,1,2,1,1,5,5,2,5
N58770,4,2,4,1,1,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,3,2,1,2,2,2,1,3,3,3,1,1,3,3,2,3,3,3,3,2,3
CDKN1A,3,2,3,1,4,4,4,2,2,2,2,2,3,2,2,4,1,4,2,2,3,2,4,4,3,2,1,3,2,1,1,1,3,3,2,3,3,1,1,2,1
ZNF584,1,2,5,1,4,5,4,5,2,2,2,2,1,2,2,4,4,4,2,2,1,2,4,4,1,2,1,1,4,1,1,1,1,1,2,1,1,1,1,1,2
NR4A3,2,5,2,1,4,4,4,5,2,5,2,2,2,5,5,4,1,4,2,2,3,2,4,4,2,1,1,3,3,1,1,1,3,3,1,3,3,1,1,3,1
BHLHE40,2,5,2,1,4,5,4,5,2,5,2,2,1,2,2,4,1,4,2,2,3,2,4,4,1,2,1,3,3,1,1,1,3,1,2,3,3,1,1,1,3
MPC2,2,5,2,1,4,2,4,5,5,5,5,2,2,5,5,4,1,2,2,2,1,2,4,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1
JUNB,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,3,2,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
AA044235,2,2,2,1,1,5,4,2,2,2,2,2,1,2,2,4,5,2,2,2,1,2,1,2,1,2,1,1,5,5,1,1,1,1,2,1,1,5,5,1,5
MCL1,5,5,5,1,4,4,4,5,2,5,2,5,1,5,5,4,1,4,5,5,1,5,4,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
NAMPT,2,5,2,2,4,5,4,5,5,5,5,5,1,5,5,4,4,4,5,5,1,5,4,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
EDN1,4,5,4,1,4,5,4,5,5,5,5,2,1,5,5,4,4,2,2,2,1,2,4,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
IL6,2,5,2,2,4,2,4,5,5,5,5,5,2,5,5,4,1,2,5,5,1,5,4,2,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1
SGK1,4,2,4,1,1,2,1,2,2,2,2,2,2,2,2,1,4,2,2,2,1,2,1,2,2,2,1,1,5,5,1,1,1,1,2,1,1,5,5,2,3
KLF6,3,2,3,1,1,5,4,2,2,2,2,2,1,2,2,4,3,3,2,2,3,2,4,4,1,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3
DUSP1,1,2,4,1,1,5,1,2,2,2,2,2,1,2,2,1,4,2,2,2,1,2,1,2,1,2,1,1,3,1,1,1,1,1,2,1,1,1,1,2,3
